cfips,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
18155,63.3,6.3,1.0,43468
18157,79.9,20.6,0.8,50486
18159,74.0,14.0,0.8,53931
18161,63.9,11.7,1.3,45531
18163,75.0,16.8,2.4,44815
18165,72.6,9.0,2.6,45440
18167,72.6,14.6,1.2,42030
18169,69.4,10.9,0.6,49052
18171,71.4,13.1,0.6,58950
18173,81.4,18.2,2.0,66080
18175,62.7,7.5,1.8,46861
18177,65.3,10.7,1.2,41813
18179,73.7,12.7,1.3,53038
18181,74.1,10.6,1.5,51404
18183,74.6,12.5,1.8,57041
19001,70.4,11.6,0.9,49477
19003,68.1,13.0,1.0,49745
19005,66.6,12.4,0.3,47895
19007,65.5,12.9,1.5,40377
19009,67.8,10.0,1.9,48750
19011,73.0,15.7,2.0,64061
19013,77.6,18.1,1.4,50916
19015,75.6,17.1,1.8,57906
19017,77.0,20.4,1.3,65440
19019,74.1,14.4,1.0,59348
19021,77.2,14.4,0.7,52784
19023,70.3,12.3,0.7,53937
19025,70.7,12.7,1.7,46302
19027,73.2,17.0,1.8,54563
19029,69.8,14.3,2.5,45637
19031,76.3,17.2,0.8,62555
19033,73.0,15.9,1.8,50569
19035,77.7,14.4,0.4,53998
19037,72.1,11.5,0.5,50688
19039,74.1,12.9,0.4,49718
19041,76.3,16.8,3.9,48978
19043,68.5,11.7,0.6,51114
19045,73.0,13.2,1.7,50295
19047,66.2,10.0,1.6,51091
19049,86.9,34.5,1.8,82719
19051,61.9,11.9,2.5,52390
19053,63.9,13.0,2.0,41042
19055,72.7,11.5,0.2,60534
19057,74.0,14.0,1.1,47524
19059,78.3,20.4,1.2,59889
19061,79.3,19.6,2.3,59150
19063,70.8,14.8,1.0,47419
19065,71.2,13.7,0.6,48412
19067,72.1,16.2,1.3,48607
19069,66.8,11.5,1.6,48172
19071,73.5,13.7,0.5,54430
19073,71.2,14.6,2.8,52529
19075,77.0,19.9,1.2,65170
19077,73.0,15.0,1.5,56306
19079,71.2,16.8,1.7,55836
19081,69.3,15.2,1.9,57840
19083,69.2,14.7,1.2,52207
19085,70.1,13.2,2.7,57558
19087,73.2,14.7,0.6,52275
19089,70.3,9.9,1.5,51422
19091,72.8,15.4,0.7,48847
19093,73.2,16.3,0.6,51978
19095,70.8,13.8,0.7,58077
19097,71.4,12.3,1.8,51806
19099,72.8,13.8,2.2,56363
19101,79.2,19.3,1.7,44516
19103,86.5,28.2,1.2,59965
19105,71.6,11.7,1.3,58391
19107,69.1,13.3,0.5,48399
19109,73.7,16.0,1.3,54868
19111,70.7,11.2,0.5,48266
19113,80.8,22.5,2.6,62702
19115,75.2,10.8,0.5,54393
19117,71.5,13.1,1.4,47325
19119,79.4,16.0,1.6,62012
19121,75.4,17.8,1.7,60077
19123,76.1,17.0,0.8,50568
19125,74.8,18.1,1.3,57917
19127,70.0,13.9,1.5,52752
19129,77.0,15.8,1.8,67949
19131,71.5,12.9,0.5,53675
19133,70.7,10.9,1.5,41598
19135,69.6,12.6,3.2,50179
19137,72.1,12.1,3.7,43674
19139,75.2,14.6,1.0,56398
19141,70.9,14.8,1.6,56314
19143,76.2,13.9,1.2,53604
19145,73.2,14.9,2.0,46708
19147,74.3,19.6,2.5,50470
19149,78.5,16.1,1.3,61316
19151,73.8,13.0,1.9,45969
19153,81.4,24.5,2.2,63530
19155,74.4,14.6,2.0,56291
19157,72.3,13.8,1.5,51456
19159,67.3,14.9,0.5,50642
19161,72.6,14.6,0.9,53254
19163,76.3,20.0,1.5,57681
19165,74.4,15.9,2.0,55638
19167,81.9,19.6,1.0,66022
19169,81.8,27.6,1.9,52671
19171,71.5,12.1,1.5,56110
19173,69.6,10.2,1.7,46825
19175,70.7,11.2,0.4,47597
19177,61.7,10.0,1.1,47197
19179,71.0,11.9,0.4,43329
19181,81.2,21.9,1.7,71514
19183,73.0,14.6,0.9,59157
19185,65.7,9.5,0.8,42434
19187,72.4,14.6,2.1,42148
19189,71.3,16.0,1.0,50072
19191,75.5,17.6,1.1,60788
19193,71.7,15.6,1.4,51350
19195,69.0,11.2,1.6,50880
19197,69.2,13.2,1.5,48935
20001,70.0,12.6,0.7,43031
20003,65.1,10.7,0.8,40986
20005,68.5,13.1,1.0,46640
20007,69.2,11.5,1.6,52075
20009,70.7,11.8,1.9,46070
20011,63.7,12.5,1.8,39379
20013,72.0,13.4,1.8,46964
20015,78.9,19.8,0.3,62324
20017,68.5,18.1,1.1,42772
20019,64.1,12.4,1.6,39531
20021,65.2,12.2,1.0,41101
20023,72.5,20.4,2.3,47167
20025,61.6,26.7,0.5,46094
20027,70.0,16.2,1.3,55434
20029,67.7,12.5,0.1,44199
20031,76.2,15.5,0.8,58662
20033,72.9,13.6,0.8,51563
20035,70.1,13.8,1.0,46624
20037,72.5,18.1,1.5,38017
20039,73.1,14.7,0.0,41230
20041,71.9,14.7,1.8,49663
20043,62.0,12.6,1.2,50300
20045,85.3,26.4,2.7,54370
20047,63.2,13.9,0.3,50229
20049,64.3,8.5,0.6,39405
20051,80.2,25.0,3.2,49562
20053,73.0,14.3,1.8,48550
20055,76.5,11.6,1.1,51703
20057,71.1,12.1,3.0,49890
20059,67.8,13.6,1.3,53167
20061,83.0,15.0,1.2,46096
20063,75.4,18.9,1.5,50817
20065,74.6,21.6,3.2,43427
20067,78.2,11.7,6.5,57474
20069,72.5,15.9,1.2,61220
20071,77.1,24.1,2.9,47045
20073,62.4,12.9,0.8,41648
20075,71.9,13.9,0.7,48160
20077,70.0,11.7,0.3,48059
20079,75.7,18.1,1.3,55687
20081,73.5,11.8,0.1,53780
20083,72.6,17.6,1.5,55345
20085,73.3,13.2,1.3,53592
20087,74.1,14.3,1.7,58935
20089,65.6,11.5,0.7,43125
20091,90.2,34.1,4.2,81121
20093,69.7,8.6,0.7,51439
20095,69.2,17.0,0.4,57593
20097,66.3,18.8,1.6,48226
20099,70.4,11.5,1.0,45706
20101,75.5,17.7,0.9,51765
20103,79.8,17.6,1.9,70022
20105,70.4,13.0,0.0,48693
20107,55.1,10.4,1.4,46576
20109,76.1,13.7,1.5,49926
20111,77.4,17.6,1.7,42992
20113,78.3,20.0,0.4,56946
20115,68.5,16.3,0.3,50212
20117,69.7,12.2,1.7,50420
20119,74.6,14.3,1.9,54167
20121,71.0,17.4,2.2,63501
20123,73.7,16.5,3.0,44591
20125,69.8,12.8,0.5,43977
20127,76.6,11.8,0.6,50338
20129,69.6,8.5,4.2,43813
20131,71.0,16.9,0.1,53368
20133,65.1,10.9,0.9,44402
20135,70.3,14.8,0.5,48412
20137,69.8,13.3,6.0,50673
20139,69.9,14.1,2.3,54186
20141,71.0,16.2,0.5,42173
20143,66.0,16.6,0.3,51797
20145,72.5,11.5,1.5,46224
20147,76.7,15.1,2.7,46806
20149,79.8,22.6,0.6,64410
20151,70.4,17.9,1.0,53415
20153,75.9,19.5,1.4,50893
20155,73.8,13.6,1.5,47897
20157,63.3,13.9,0.8,43489
20159,74.4,15.1,1.3,48333
20161,84.4,24.6,2.6,48428
20163,73.2,16.7,1.4,48352
20165,68.6,15.1,1.3,43594
20167,73.9,13.0,2.1,48427
20169,74.7,16.6,0.4,49728
20171,85.9,19.1,0.0,62198
20173,76.4,20.2,1.9,52841
20175,72.3,8.9,1.4,47535
20177,72.7,19.3,2.1,54667
20179,75.6,17.9,1.8,56607
20181,80.3,13.9,4.8,52030
20183,73.2,14.4,2.0,45357
20185,67.4,16.8,0.9,47121
20187,63.4,19.0,1.8,42222
20189,70.2,11.4,1.0,57500
20191,70.5,15.6,1.6,52695
20193,85.2,18.8,0.2,52465
20195,83.2,16.4,1.5,55197
20197,73.1,15.0,0.5,58947
20199,71.5,21.1,0.5,60000
20201,65.2,14.4,0.2,47992
20203,70.3,15.3,0.8,55109
20205,59.6,10.6,1.6,44468
20207,59.6,10.3,2.1,36493
20209,67.8,11.3,2.0,42783
21001,63.6,7.8,0.9,36575
21003,61.7,9.1,0.3,40598
21005,70.2,13.1,1.5,51681
21007,70.0,8.1,1.4,42988
21009,73.1,9.8,1.0,39658
21011,66.3,7.8,1.1,38763
21013,57.1,4.6,0.9,23558
21015,87.5,20.1,2.0,72731
21017,64.6,12.3,0.6,47886
21019,75.4,11.6,3.4,45543
21021,72.3,11.8,1.7,43076
21023,62.8,7.7,0.9,40458
21025,56.6,6.0,0.9,25861
21027,64.5,5.4,1.0,44057
21029,79.4,9.1,3.0,59917
21031,62.4,6.8,1.4,39362
21033,64.6,6.9,0.6,46182
21035,73.7,16.1,0.8,39269
21037,77.9,20.5,2.1,57208
21039,66.9,9.3,2.2,38860
21041,55.9,7.1,0.1,43345
21043,62.8,8.5,4.0,35095
21045,62.7,6.1,1.5,33031
21047,67.9,9.5,1.6,41849
21049,71.8,14.5,0.9,51547
21051,67.9,5.1,4.6,24596
21053,54.6,5.6,0.0,31130
21055,60.3,7.9,0.5,41114
21057,60.4,8.6,0.6,35449
21059,75.3,13.2,1.2,48371
21061,71.9,6.3,2.5,41114
21063,58.7,4.3,1.2,29043
21065,58.5,6.2,0.1,30692
21067,81.7,23.9,2.0,53013
21069,68.5,7.7,1.6,41095
21071,65.6,6.3,1.8,31196
21073,77.1,17.7,1.4,53539
21075,58.3,8.7,3.1,28274
21077,59.7,8.5,0.0,50250
21079,71.1,9.7,2.0,47906
21081,67.0,7.8,0.6,43881
21083,66.9,9.7,1.5,40369
21085,62.7,5.1,0.9,35944
21087,61.7,6.2,0.8,37388
21089,73.9,10.4,1.6,47517
21091,73.8,6.3,0.9,49135
21093,77.4,13.2,2.5,51923
21095,57.9,6.2,0.9,24451
21097,59.4,9.6,0.3,44620
21099,64.3,7.1,1.4,37315
21101,71.1,9.3,1.3,43458
21103,65.1,6.6,0.5,50787
21105,54.5,4.6,0.2,38036
21107,67.7,9.0,0.8,44048
21109,58.0,6.0,5.8,32055
21111,77.7,18.9,2.2,52237
21113,79.5,17.3,1.5,55450
21115,69.7,8.8,2.3,35629
21117,80.8,18.8,2.5,58674
21119,61.2,5.7,2.1,30503
21121,48.0,4.6,0.7,26061
21123,73.1,6.2,1.9,41720
21125,70.0,8.0,1.7,37235
21127,65.1,6.5,3.7,32703
21129,50.2,3.9,3.2,23297
21131,59.1,5.1,1.2,27861
21133,64.4,6.3,1.0,30293
21135,59.7,5.9,3.0,32054
21137,62.1,6.3,2.9,37930
21139,60.4,6.0,0.0,43472
21141,59.4,10.2,0.8,40982
21143,65.6,7.9,1.9,50268
21145,71.6,15.0,1.1,42894
21147,44.1,4.6,4.0,19264
21149,67.5,5.9,0.3,44242
21151,75.2,18.5,2.2,46674
21153,65.3,4.8,0.3,29578
21155,62.8,7.0,0.9,40005
21157,76.9,9.9,2.1,49126
21159,64.5,4.4,0.4,29239
21161,66.4,9.5,1.0,43082
21163,80.2,10.3,1.5,53732
21165,63.7,7.2,0.5,39688
21167,70.7,9.4,1.5,47574
21169,69.6,5.6,1.3,35594
21171,60.6,8.0,1.1,35665
21173,67.4,9.8,0.9,42172
21175,66.5,6.5,4.4,33523
21177,64.4,6.1,0.4,40037
21179,74.9,11.1,1.1,55182
21181,58.7,5.3,0.3,38900
21183,65.2,5.5,0.2,41470
21185,88.7,24.4,2.1,92237
21187,55.8,6.5,1.2,44031
21189,60.6,6.7,5.4,22736
21191,63.8,7.2,1.9,49706
21193,69.5,5.9,1.6,31820
21195,67.8,6.8,1.4,32972
21197,56.3,6.9,1.0,34647
21199,64.9,9.1,1.6,35022
21201,40.7,13.3,0.6,30694
21203,63.4,6.8,3.1,35888
21205,76.6,10.6,0.5,36411
21207,60.2,7.7,1.6,34660
21209,81.1,17.0,1.3,65598
21211,76.0,14.3,1.7,63171
21213,64.7,9.7,0.7,44989
21215,83.6,11.6,0.7,68916
21217,70.1,10.1,1.2,36455
21219,52.9,7.0,0.3,38248
21221,67.3,10.3,0.3,47259
21223,65.5,6.7,2.2,50998
21225,69.1,6.3,0.9,42139
21227,78.9,18.3,1.6,49508
21229,63.1,7.9,0.1,47843
21231,58.0,5.9,2.0,33715
21233,59.1,6.0,1.0,39273
21235,59.4,10.8,1.7,34103
21237,55.2,3.8,1.3,21999
21239,81.0,19.5,1.3,60604
22001,66.0,8.3,1.4,40492
22003,64.9,8.0,0.2,42176
22005,82.2,19.3,1.3,74748
22007,66.5,6.9,1.1,48656
22009,60.7,8.0,1.6,36763
22011,69.1,11.5,0.9,47350
22013,58.6,7.8,1.7,34077
22015,67.5,16.6,1.7,52145
22017,68.1,15.1,2.2,40391
22019,70.8,14.6,1.2,48219
22021,58.0,8.5,0.4,31933
22023,66.1,9.9,4.1,60194
22025,54.0,10.7,1.5,34470
22027,44.7,9.2,1.1,26877
22029,56.5,8.2,0.6,30028
22031,64.2,9.0,0.6,41443
22033,77.1,21.7,2.2,51436
22035,33.4,7.4,0.8,20795
22037,56.2,8.8,0.8,46964
22039,58.2,9.6,0.9,31745
22041,44.1,7.7,0.9,34722
22043,58.0,5.9,2.2,40577
22045,68.4,9.0,1.2,44504
22047,65.7,10.7,0.7,47128
22049,67.3,9.2,0.4,36394
22051,72.9,16.8,1.6,50868
22053,64.0,10.1,0.7,40744
22055,80.5,22.1,1.8,53950
22057,72.7,11.4,2.0,52705
22059,64.9,9.4,2.9,34712
22061,76.1,21.0,1.1,34424
22063,75.6,12.3,1.7,60456
22065,42.5,9.1,0.5,29424
22067,50.6,10.8,1.5,31672
22069,53.8,12.4,0.8,29001
22071,66.1,20.7,2.3,38721
22073,67.8,16.2,4.9,40081
22075,74.8,13.6,0.8,49635
22077,62.6,11.2,0.9,43964
22079,72.6,12.8,1.3,42655
22081,60.0,9.4,0.0,41510
22083,47.8,9.9,1.9,34745
22085,54.3,9.5,0.5,40695
22087,68.4,9.6,1.1,45265
22089,78.2,16.8,1.3,64707
22091,48.8,5.7,0.0,35254
22093,68.0,9.9,0.3,52055
22095,70.1,11.8,1.6,53628
22097,62.7,9.2,1.0,32163
22099,68.0,10.8,0.9,47279
22101,66.3,7.5,0.7,41345
22103,83.6,21.0,1.8,66539
22105,72.3,14.1,1.0,45901
22107,42.0,6.7,1.3,21906
22109,69.8,10.8,1.1,47650
22111,48.2,8.9,2.5,38916
22113,70.0,9.1,1.7,49266
22115,70.8,12.3,2.0,46620
22117,53.5,8.0,1.2,32962
22119,49.1,11.2,1.0,30891
22121,72.4,13.5,1.0,60902
22123,43.8,7.1,2.4,37304
22125,65.9,14.4,0.7,55647
22127,64.5,8.9,0.7,29472
23001,77.1,14.8,1.9,49538
23003,68.2,12.9,1.3,39021
23005,83.9,28.2,2.6,65702
23007,75.3,16.7,1.5,45541
23009,75.6,19.2,1.4,51438
23011,77.0,16.4,1.4,50116
23013,77.3,19.7,1.3,53117
23015,75.4,18.7,1.7,54041
23017,71.1,12.2,1.1,44582
23019,76.4,16.7,1.7,47886
23021,64.7,12.4,1.8,38797
23023,79.1,22.0,0.5,60457
23025,70.2,11.8,1.9,41549
23027,75.9,19.4,1.6,50162
23029,68.6,13.7,0.3,40328
23031,81.5,20.6,2.3,62618
24001,70.4,9.7,1.9,42771
24003,87.9,23.4,2.2,94502
24005,83.0,21.9,2.1,71810
24009,87.9,17.2,1.9,100350
24011,72.8,9.8,2.1,52469
24013,83.3,21.7,2.5,90510
24015,78.1,13.8,1.5,70516
24017,84.6,17.0,1.7,93973
24019,70.5,12.6,1.9,50532
24021,85.3,23.6,2.8,88502
24023,68.9,10.5,2.1,48174
24025,85.2,21.0,1.7,83445
24027,92.8,30.1,2.6,115576
24029,72.6,19.0,1.2,56638
24031,89.6,26.7,3.0,103178
24033,83.2,18.3,2.3,78607
24035,84.6,21.4,1.3,89241
24037,78.5,17.8,1.5,86508
24039,63.8,9.5,2.1,39239
24041,79.3,19.4,2.3,65595
24043,72.4,12.9,2.2,58260
24045,75.6,16.2,2.2,54493
24047,76.9,19.1,1.9,59458
24510,69.5,15.9,2.1,46641
25001,83.5,23.9,2.0,68048
25003,78.2,18.3,2.0,55190
25005,77.9,17.2,1.9,62514
25007,77.0,28.2,1.3,67535
25009,82.6,23.3,2.7,73533
25011,78.0,18.8,2.3,57307
25013,75.5,15.7,1.8,52205
25015,85.5,22.6,2.1,64974
25017,86.7,26.9,3.7,92878
25019,90.3,24.7,1.7,91942
25021,87.3,28.5,3.1,95668
25023,85.6,22.7,2.3,82081
25025,80.7,24.3,2.5,61242
25027,82.2,21.6,2.3,69313
26001,65.1,10.0,2.1,39424
26003,68.4,12.2,3.1,42647
26005,72.1,14.9,1.1,58487
26007,70.4,11.1,1.0,40954
26009,72.6,16.4,1.4,50988
26011,61.8,7.4,0.7,39947
26013,69.1,9.8,1.7,42757
26015,76.0,13.4,0.6,57312
26017,74.7,13.0,1.7,45983
26019,77.2,17.1,0.6,53185
26021,72.4,15.8,1.0,47132
26023,72.7,9.7,0.6,48192
26025,71.9,14.0,0.6,46213
26027,72.3,12.1,0.8,50699
26029,75.5,17.5,0.8,51567
26031,68.4,12.4,1.9,42876
26033,71.0,13.8,1.6,44030
26035,63.2,7.7,0.9,35913
26037,82.2,20.1,1.3,64903
26039,72.6,11.8,0.7,42666
26041,72.1,14.2,3.0,44639
26043,73.0,17.6,2.4,45681
26045,79.0,16.9,1.3,59244
26047,76.5,20.3,2.8,51475
26049,72.1,12.8,1.7,45231
26051,59.4,8.1,0.8,40871
26053,59.3,12.1,0.8,36689
26055,82.1,20.9,1.7,58229
26057,66.7,8.8,0.5,42256
26059,66.5,10.6,0.9,46160
26061,72.8,19.7,1.8,41379
26063,67.0,10.4,1.4,45191
26065,78.8,20.7,1.7,49109
26067,74.0,11.5,1.2,51980
26069,71.5,10.3,0.9,41414
26071,57.6,12.5,2.4,36773
26073,70.5,17.0,0.9,42771
26075,74.7,14.5,1.0,49715
26077,82.3,22.0,1.3,51945
26079,65.3,7.8,1.7,43431
26081,81.8,22.7,1.8,57302
26083,61.5,15.2,0.0,41118
26085,56.8,7.2,0.5,32309
26087,76.3,11.9,1.1,56186
26089,81.5,23.8,2.2,62646
26091,76.9,13.4,1.1,51339
26093,83.9,22.9,1.8,78430
26095,61.4,10.3,1.2,41221
26097,65.7,11.9,1.6,42559
26099,81.1,15.9,1.6,58175
26101,72.2,12.9,1.7,44882
26103,75.4,20.8,2.4,48491
26105,71.0,13.8,1.6,45524
26107,70.1,13.3,1.0,43470
26109,68.0,11.1,1.0,44480
26111,76.8,20.6,1.3,57117
26113,68.2,9.0,0.8,42370
26115,77.6,12.4,1.0,59479
26117,66.8,8.8,0.9,44651
26119,65.8,7.8,0.3,39152
26121,73.5,12.8,0.8,46077
26123,64.2,10.0,1.0,45645
26125,85.5,25.9,2.1,73369
26127,65.3,11.7,1.0,44382
26129,65.7,7.6,1.2,38149
26131,57.6,12.3,1.9,36073
26133,58.6,8.1,1.0,41099
26135,58.4,7.2,1.4,36833
26137,75.3,14.5,1.2,50823
26139,83.1,21.9,1.3,63962
26141,62.7,9.7,0.9,43758
26143,71.8,8.8,1.2,37834
26145,72.2,13.8,1.7,45034
26147,77.6,11.4,1.5,53641
26149,70.8,9.6,0.7,47856
26151,66.5,8.6,0.7,44417
26153,62.2,10.3,0.5,37428
26155,74.7,10.6,1.5,50967
26157,69.6,9.3,1.1,45495
26159,70.1,13.6,1.1,49119
26161,85.4,25.7,2.1,65618
26163,68.9,13.7,1.8,43702
26165,67.0,12.3,1.4,42793
27001,66.5,11.7,1.6,45860
27003,85.7,20.2,1.7,76796
27005,73.0,16.9,1.2,55884
27007,76.5,17.2,1.2,45923
27009,78.0,16.3,0.8,53574
27011,69.5,12.7,0.9,48299
27013,82.6,21.3,3.5,53752
27015,75.7,14.6,2.1,55764
27017,69.0,15.8,1.0,58874
27019,87.0,33.5,2.4,93095
27021,72.3,15.1,1.5,50162
27023,72.0,13.6,1.1,57601
27025,82.4,15.2,0.9,76747
27027,74.8,23.9,1.9,61409
27029,68.5,11.3,1.0,45638
27031,70.4,25.3,2.0,51903
27033,72.0,15.4,0.5,50524
27035,79.5,15.8,2.4,53121
27037,86.7,28.2,3.2,79995
27039,82.9,18.1,1.2,71078
27041,75.2,17.8,1.3,58667
27043,70.5,13.2,2.5,50847
27045,71.0,14.6,1.6,57093
27047,73.1,12.1,1.5,51174
27049,79.1,17.1,1.6,62431
27051,70.5,14.1,1.4,53727
27053,83.6,30.7,2.4,71154
27055,78.1,16.5,2.3,56837
27057,74.7,18.0,1.4,52941
27059,77.1,12.1,0.8,67565
27061,75.0,15.5,0.5,52050
27063,73.9,15.0,1.0,55122
27065,67.4,9.6,1.7,50509
27067,77.1,15.3,0.9,56604
27069,55.5,17.3,0.0,52304
27071,69.8,12.9,0.9,47131
27073,71.5,13.8,0.8,50195
27075,74.6,18.5,1.5,56078
27077,42.1,13.7,0.3,46943
27079,77.1,16.3,1.5,65500
27081,68.2,16.5,0.9,51102
27083,79.7,19.5,0.7,54181
27085,78.7,12.8,2.0,59869
27087,61.3,8.5,0.7,42439
27089,68.8,15.3,1.7,57289
27091,74.8,15.0,0.5,53627
27093,71.7,13.8,0.4,59611
27095,71.5,10.8,0.7,53737
27097,71.0,11.8,0.7,52855
27099,75.5,14.0,1.2,53700
27101,73.2,12.8,1.1,54211
27103,81.4,21.5,2.1,62593
27105,72.8,10.0,0.6,53267
27107,59.8,13.9,1.9,53034
27109,85.7,24.4,1.9,72337
27111,70.3,17.3,2.2,55181
27113,72.5,14.6,0.8,53893
27115,64.6,9.6,0.9,47285
27117,70.4,15.7,1.3,48909
27119,75.7,17.1,1.4,55393
27121,73.4,15.7,1.5,58198
27123,82.1,24.9,2.3,60301
27125,69.9,12.5,1.3,52500
27127,66.9,14.3,0.8,51871
27129,63.7,11.2,1.1,56721
27131,80.2,16.6,1.7,63311
27133,77.0,15.7,0.7,56753
27135,55.6,14.6,0.5,56273
27137,73.9,19.1,1.5,50936
27139,87.7,28.1,2.0,93151
27141,85.6,19.9,1.0,83895
27143,69.5,12.4,1.2,60848
27145,78.7,18.5,1.5,59564
27147,79.1,17.5,1.1,58882
27149,75.4,21.2,2.5,57552
27151,68.8,13.3,2.0,49556
27153,67.4,11.0,1.5,49213
27155,68.5,13.2,0.8,48889
27157,75.7,14.8,1.0,61973
27159,69.3,8.9,2.0,45018
27161,79.3,14.4,2.3,55189
27163,89.1,27.6,2.5,89598
27165,62.6,11.7,1.7,50044
27167,72.0,16.9,2.8,52917
27169,79.7,19.3,2.3,53975
27171,83.0,20.3,1.3,77953
27173,72.9,11.8,1.2,54645
28001,67.7,10.7,0.7,30359
28003,59.4,9.0,1.8,38919
28005,51.0,8.6,1.5,30129
28007,57.1,8.2,0.2,33815
28009,52.6,6.3,0.5,40605
28011,54.4,14.1,0.8,28468
28013,53.2,5.8,1.5,33370
28015,57.9,11.1,7.1,43068
28017,51.4,8.9,0.2,33579
28019,51.6,11.2,0.5,34542
28021,55.1,9.9,0.0,24601
28023,51.1,8.9,1.2,37626
28025,60.0,12.4,2.7,34118
28027,51.2,11.5,0.2,28728
28029,44.6,9.6,1.3,38046
28031,52.2,9.3,1.0,36471
28033,79.5,16.0,1.1,62595
28035,69.9,15.6,0.7,39555
28037,67.3,11.0,2.5,42388
28039,60.9,6.9,1.1,47640
28041,62.1,6.1,3.3,48029
28043,57.1,11.5,0.3,34876
28045,73.2,13.6,0.9,47518
28047,74.6,14.1,1.2,44684
28049,69.8,16.7,2.1,41011
28051,32.4,6.8,0.3,20330
28053,52.6,7.7,0.8,26188
28055,49.2,2.4,0.0,25609
28057,67.0,8.1,1.2,38358
28059,72.0,12.8,1.1,50274
28061,45.5,9.0,0.7,35271
28063,56.5,4.9,0.0,21779
28065,40.8,9.8,0.1,26736
28067,48.9,10.2,0.7,38656
28069,38.5,8.3,0.1,27016
28071,76.0,22.7,1.8,45019
28073,78.5,22.7,1.5,56129
28075,60.4,12.6,1.5,41340
28077,44.6,9.3,0.3,40432
28079,50.2,8.2,1.1,35578
28081,69.1,14.9,1.9,45985
28083,39.9,11.4,2.7,25210
28085,53.5,9.4,0.9,37308
28087,64.0,14.9,1.1,43198
28089,77.8,27.0,2.4,68600
28091,50.2,8.8,1.0,30998
28093,48.7,9.8,0.9,41134
28095,55.9,12.2,0.9,39444
28097,59.6,14.7,3.2,34983
28099,56.6,9.6,0.6,36755
28101,56.8,11.5,1.4,37643
28103,46.1,8.2,0.5,30808
28105,71.7,20.1,0.5,37348
28107,48.6,9.8,1.3,35891
28109,69.2,10.6,1.0,44734
28111,58.5,7.7,0.7,35374
28113,48.3,10.1,1.3,30949
28115,56.2,10.5,0.8,41865
28117,63.2,7.2,1.0,32854
28119,47.3,7.4,0.2,25671
28121,80.1,19.0,1.7,61605
28123,47.1,8.7,0.3,33601
28125,60.3,15.5,2.4,30033
28127,52.0,8.5,1.3,37591
28129,43.2,7.2,2.1,37697
28131,64.1,11.2,1.5,46283
28133,53.9,9.7,0.6,28556
28135,48.2,7.1,0.2,30000
28137,64.5,10.4,0.6,46233
28139,59.9,10.1,1.4,39351
28141,59.2,7.7,2.8,36672
28143,60.3,11.5,0.6,32052
28145,62.5,8.6,1.3,40076
28147,45.4,5.7,1.1,31077
28149,69.9,13.3,0.8,41635
28151,60.7,11.7,2.4,29387
28153,56.6,6.5,0.6,35215
28155,59.0,12.0,1.0,35634
28157,45.6,9.3,0.2,23340
28159,54.8,10.6,0.4,33313
28161,44.1,8.9,0.1,37647
28163,51.5,8.8,0.1,28330
29001,72.7,15.2,3.8,38750
29003,73.8,16.4,0.8,56658
29005,69.5,17.3,1.8,45259
29007,68.0,8.6,1.5,44056
29009,57.3,8.5,1.9,40638
29011,57.8,11.9,0.9,41184
29013,68.1,9.7,1.0,45605
29015,60.2,6.9,0.1,35097
29017,61.6,6.6,0.5,40791
29019,81.8,25.9,2.1,52005
29021,71.2,13.1,2.5,48652
29023,66.5,9.9,0.5,37878
29025,67.1,12.6,0.5,44975
29027,68.0,14.5,2.1,53180
29029,72.5,14.5,1.0,50496
29031,77.0,18.7,1.8,49554
29033,64.6,11.0,1.3,43583
29035,59.9,8.1,0.0,37875
29037,81.2,16.8,2.0,65352
29039,63.5,8.9,1.4,35930
29041,64.3,10.4,3.7,43186
29043,78.9,18.9,1.4,55761
29045,66.7,9.1,2.0,45216
29047,84.1,21.7,2.2,65675
29049,74.9,12.8,2.8,57591
29051,68.7,20.6,2.6,54216
29053,69.4,14.7,1.6,46547
29055,64.4,7.5,1.0,37171
29057,62.9,9.5,0.8,38880
29059,60.1,6.9,1.0,41441
29061,67.9,12.4,1.0,45707
29063,66.5,10.8,0.8,46517
29065,65.6,8.4,1.8,38829
29067,54.3,6.2,1.7,33003
29069,63.1,8.2,0.9,32348
29071,73.7,13.2,1.7,53849
29073,71.3,11.3,1.0,50687
29075,72.5,14.2,0.9,43777
29077,73.8,19.1,2.4,43175
29079,66.8,11.0,1.2,41092
29081,72.5,10.1,1.4,42889
29083,69.2,11.1,0.5,41089
29085,63.2,5.9,2.4,34746
29087,68.0,15.6,2.0,43981
29089,66.6,16.5,1.1,50356
29091,64.8,8.7,1.9,34984
29093,59.5,7.6,0.7,36457
29095,76.1,19.2,2.9,50652
29097,67.5,16.0,2.2,45328
29099,79.7,13.0,1.9,60765
29101,81.6,17.2,1.7,50689
29103,59.6,10.8,1.5,39674
29105,65.4,9.6,1.0,42646
29107,70.8,12.2,1.9,52557
29109,70.8,11.2,2.0,41673
29111,69.2,8.1,0.3,47148
29113,76.4,10.7,1.5,58603
29115,67.9,9.7,7.2,41652
29117,66.5,12.5,1.4,45929
29119,51.6,7.6,2.2,41207
29121,64.0,10.2,1.6,38903
29123,61.8,9.2,0.3,37484
29125,57.5,9.6,1.6,41715
29127,72.6,14.2,1.4,44098
29129,64.4,10.7,2.9,43314
29131,65.0,10.3,1.8,41461
